title,description,link,date,category,author,image_url,related_articles,content_preview
A Lions XV from the autumn - according to the data,Bundee Aki or Sione Tuipulotu? Jac Morgan or Tom Curry? The analysts at Opta have crunched the numbers to produce a Lions XV based on autumn performances.,https://www.bbc.co.uk/sport/rugby-union/articles/cgqydjydzd8o,2025-01-06 20:25:20,Technology,BBC News,,"[{""title"": ""Why you can trust the BBC"", ""url"": ""https://www.bbc.co.uk/news/help-41670342""}]",Bundee Aki or Sione Tuipulotu? Jac Morgan or Tom Curry? The analysts at Opta have crunched the numbers to produce a Lions XV based on autumn performances.
HSC given three months to improve data requests,An investigation found HSC failed to supply a person with their full records,https://www.bbc.co.uk/news/articles/cwy1049pqrzo,2025-01-06 20:25:21,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cwy1049pqrzo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]",An investigation found HSC failed to supply a person with their full records
'Sceptical' or 'exciting'? - your views on Hearts data deal,,https://www.bbc.co.uk/sport/articles/c8rl81pdpx7o,2025-01-06 20:25:21,Technology,BBC News,,"[{""title"": ""Why you can trust the BBC"", ""url"": ""https://www.bbc.co.uk/news/help-41670342""}]",
High-ranking officer suspended in data probe,Una Kelly previously served in senior roles in South Yorkshire and Northern Ireland.,https://www.bbc.co.uk/news/articles/clygp65n4nyo,2025-01-06 20:25:22,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/clygp65n4nyo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]",Una Kelly previously served in senior roles in South Yorkshire and Northern Ireland.
'Second to none' - McKinlay on 'ground-breaking' data deal,,https://www.bbc.co.uk/sport/articles/cr4lpd4n742o,2025-01-06 20:25:23,Technology,BBC News,,"[{""title"": ""Why you can trust the BBC"", ""url"": ""https://www.bbc.co.uk/news/help-41670342""}]",
"You and Yours: Data For Discounts, Solar Panels, Real Bread. Listen Now
You and Yours: Data For Discounts, Solar Panels, Real Bread",Would you give out your personal data in exchange for a discount?,https://www.bbc.co.uk/sounds/play/m00254cg,2025-01-06 20:25:24,Technology,BBC News,,[],Would you give out your personal data in exchange for a discount?
How Dons are overperforming attacking data - but is it sustainable?,,https://www.bbc.co.uk/sport/articles/cd0gyjy452zo,2025-01-06 20:25:29,Technology,BBC News,,"[{""title"": ""Why you can trust the BBC"", ""url"": ""https://www.bbc.co.uk/news/help-41670342""}]",
Helping to save lives at sea with data from space,A rescue team in southern Scotland is part of a pioneering project to help cut response times.,https://www.bbc.co.uk/news/articles/c624wredl0eo,2025-01-06 20:25:30,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c624wredl0eo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]",A rescue team in southern Scotland is part of a pioneering project to help cut response times.
P&R asked to provide backlog data on unpaid tax,Guernsey's top political committee is asked to provide information on tax backlogs dating to 2017.,https://www.bbc.co.uk/news/articles/cp3nzzvez2do,2025-01-06 20:25:30,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cp3nzzvez2do""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]",Guernsey's top political committee is asked to provide information on tax backlogs dating to 2017.
DNA firm holding highly sensitive data 'vanishes' without warning,Customers of Atlas Biomed are angry and worried about what's happened to the highly sensitive data they shared.,https://www.bbc.co.uk/news/articles/cz7wl7rpndjo,2025-01-06 20:25:31,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cz7wl7rpndjo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]",Customers of Atlas Biomed are angry and worried about what's happened to the highly sensitive data they shared.
Gray believes Hibs hierarchy back positive data - gossip,,https://www.bbc.co.uk/sport/articles/cx2lqxzldz4o,2025-01-06 20:25:31,Technology,BBC News,,"[{""title"": ""Why you can trust the BBC"", ""url"": ""https://www.bbc.co.uk/news/help-41670342""}]",
US election 2024 data tables for Wyoming results,"US election 2024 data tables for Wyoming showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cjwdw8y15ndo,2025-01-06 20:25:32,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cjwdw8y15ndo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Wyoming showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for West Virginia results,"US election 2024 data tables for West Virginia showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c8elej5xy05o,2025-01-06 20:25:33,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c8elej5xy05o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for West Virginia showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Wisconsin results,"US election 2024 data tables for Wisconsin showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cq5e59y9exyo,2025-01-06 20:25:34,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cq5e59y9exyo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Wisconsin showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Washington results,"US election 2024 data tables for Washington showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c1m9mk7v1z9o,2025-01-06 20:25:35,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c1m9mk7v1z9o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Washington showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Vermont results,"US election 2024 data tables for Vermont showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cgj4j0z4wvno,2025-01-06 20:25:37,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cgj4j0z4wvno""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Vermont showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Virginia results,"US election 2024 data tables for Virginia showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c05g5dv70m2o,2025-01-06 20:25:43,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c05g5dv70m2o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Virginia showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Utah results,"US election 2024 data tables for Utah showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c9wkwqn7qnlo,2025-01-06 20:25:44,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c9wkwqn7qnlo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Utah showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Texas results,"US election 2024 data tables for Texas showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c5yjylljxw4o,2025-01-06 20:25:45,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c5yjylljxw4o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Texas showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Tennessee results,"US election 2024 data tables for Tennessee showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c70z0ddwknno,2025-01-06 20:25:47,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c70z0ddwknno""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Tennessee showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for South Dakota results,"US election 2024 data tables for South Dakota showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cq8x8ww3q20o,2025-01-06 20:25:48,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cq8x8ww3q20o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for South Dakota showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for South Carolina results,"US election 2024 data tables for South Carolina showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cly7yjjjwpko,2025-01-06 20:25:49,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cly7yjjjwpko""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for South Carolina showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Rhode Island results,"US election 2024 data tables for Rhode Island showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cy78720kdg1o,2025-01-06 20:25:50,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cy78720kdg1o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Rhode Island showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Pennsylvania results,"US election 2024 data tables for Pennsylvania showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c75659d46pyo,2025-01-06 20:25:51,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c75659d46pyo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Pennsylvania showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Oregon results,"US election 2024 data tables for Oregon showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cly2ypq86pro,2025-01-06 20:25:52,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cly2ypq86pro""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Oregon showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Oklahoma results,"US election 2024 data tables for Oklahoma showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c93y364226ko,2025-01-06 20:25:53,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c93y364226ko""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Oklahoma showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Ohio results,"US election 2024 data tables for Ohio showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c17l7254kd8o,2025-01-06 20:25:58,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c17l7254kd8o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Ohio showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for New York results,"US election 2024 data tables for New York showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cy5y52e3nedo,2025-01-06 20:25:59,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cy5y52e3nedo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for New York showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Nevada results,"US election 2024 data tables for Nevada showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/ce818p22p6go,2025-01-06 20:26:00,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/ce818p22p6go""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Nevada showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for New Mexico results,"US election 2024 data tables for New Mexico showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c33v321pkyko,2025-01-06 20:26:01,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c33v321pkyko""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for New Mexico showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for New Jersey results,"US election 2024 data tables for New Jersey showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c5y3y7597g4o,2025-01-06 20:26:02,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c5y3y7597g4o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for New Jersey showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for New Hampshire results,"US election 2024 data tables for New Hampshire showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cy4d42ezpjmo,2025-01-06 20:26:03,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cy4d42ezpjmo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for New Hampshire showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Nebraska results,"US election 2024 data tables for Nebraska showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c36162xn4x5o,2025-01-06 20:26:04,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c36162xn4x5o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Nebraska showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for North Dakota results,"US election 2024 data tables for North Dakota showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c36162x079xo,2025-01-06 20:26:06,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c36162x079xo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for North Dakota showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for North Carolina results,"US election 2024 data tables for North Carolina showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cvg3gz0l447o,2025-01-06 20:26:07,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cvg3gz0l447o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for North Carolina showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Montana results,"US election 2024 data tables for Montana showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c20p02gep45o,2025-01-06 20:26:08,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c20p02gep45o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Montana showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Mississippi results,"US election 2024 data tables for Mississippi showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c0kjk2dkk8no,2025-01-06 20:26:14,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c0kjk2dkk8no""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Mississippi showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Missouri results,"US election 2024 data tables for Missouri showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c9dyd3v5pnno,2025-01-06 20:26:16,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c9dyd3v5pnno""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Missouri showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Minnesota results,"US election 2024 data tables for Minnesota showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/crm2mplkgn0o,2025-01-06 20:26:18,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/crm2mplkgn0o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Minnesota showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Michigan results,"US election 2024 data tables for Michigan showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cx2k21leg1lo,2025-01-06 20:26:19,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cx2k21leg1lo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Michigan showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Maine results,"US election 2024 data tables for Maine showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c78d8qvp7n3o,2025-01-06 20:26:22,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c78d8qvp7n3o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Maine showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Maryland results,"US election 2024 data tables for Maryland showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c0m0m2g07x8o,2025-01-06 20:26:24,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c0m0m2g07x8o""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Maryland showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Massachusetts results,"US election 2024 data tables for Massachusetts showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/c8696dypz2yo,2025-01-06 20:26:25,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/c8696dypz2yo""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Massachusetts showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Louisiana results,"US election 2024 data tables for Louisiana showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cy7872jrxlko,2025-01-06 20:26:27,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cy7872jrxlko""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Louisiana showing the results for the state presidential, gubernatorial and senate elections."
US election 2024 data tables for Kentucky results,"US election 2024 data tables for Kentucky showing the results for the state presidential, gubernatorial and senate elections.",https://www.bbc.co.uk/news/articles/cn7y7p8rgxno,2025-01-06 20:26:29,Technology,BBC News,,"[{""title"": ""Your account"", ""url"": ""https://account.bbc.com/account?lang=en-GB&ptrt=https://www.bbc.co.uk/news/articles/cn7y7p8rgxno""}, {""title"": ""Israel-Gaza war"", ""url"": ""https://www.bbc.co.uk/news/topics/c2vdnvdg6xxt""}, {""title"": ""War in Ukraine"", ""url"": ""https://www.bbc.co.uk/news/world-60525350""}]","US election 2024 data tables for Kentucky showing the results for the state presidential, gubernatorial and senate elections."
